Office Green,office_green,#008000,0,128,0
Old Gold,old_gold,#cfb53b,207,181,59
Old Lace,old_lace,#fdf5e6,253,245,230
Old Lavender,old_lavender,#796878,121,104,120
Old Mauve,old_mauve,#673147,103,49,71
Old Rose,old_rose,#c08081,192,128,129
Olive,olive,#808000,128,128,0
Olive Drab #7,olive_drab_7,#3c341f,60,52,31
Olive Drab (Web) (Olive Drab #3),olive_drab_web_olive_drab_3,#6b8e23,107,142,35
Olivine,olivine,#9ab973,154,185,115
Onyx,onyx,#353839,53,56,57
Opera Mauve,opera_mauve,#b784a7,183,132,167
Orange (Color Wheel),orange_color_wheel,#ff7f00,255,127,0
Orange Peel,orange_peel,#ff9f00,255,159,0
Orange-Red,orange_red,#ff4500,255,69,0
Orange (Ryb),orange_ryb,#fb9902,251,153,2
Orange (Web Color),orange_web_color,#ffa500,255,165,0
Orchid,orchid,#da70d6,218,112,214
Otter Brown,otter_brown,#654321,101,67,33
Ou Crimson Red,ou_crimson_red,#900,153,0,0
Outer Space,outer_space,#414a4c,65,74,76
Outrageous Orange,outrageous_orange,#ff6e4a,255,110,74
Oxford Blue,oxford_blue,#002147,0,33,71
Pakistan Green,pakistan_green,#060,0,102,0
Palatinate Blue,palatinate_blue,#273be2,39,59,226
Palatinate Purple,palatinate_purple,#682860,104,40,96
Pale Aqua,pale_aqua,#bcd4e6,188,212,230
Pale Blue,pale_blue,#afeeee,175,238,238
Pale Brown,pale_brown,#987654,152,118,84
Pale Carmine,pale_carmine,#af4035,175,64,53
Pale Cerulean,pale_cerulean,#9bc4e2,155,196,226
Pale Chestnut,pale_chestnut,#ddadaf,221,173,175
Pale Copper,pale_copper,#da8a67,218,138,103
Pale Cornflower Blue,pale_cornflower_blue,#abcdef,171,205,239
Pale Gold,pale_gold,#e6be8a,230,190,138
Pale Goldenrod,pale_goldenrod,#eee8aa,238,232,170
Pale Green,pale_green,#98fb98,152,251,152
Pale Lavender,pale_lavender,#dcd0ff,220,208,255
Pale Magenta,pale_magenta,#f984e5,249,132,229
Pale Pink,pale_pink,#fadadd,250,218,221
Pale Plum,pale_plum,#dda0dd,221,160,221
Pale Red-Violet,pale_red_violet,#db7093,219,112,147
Pale Robin Egg Blue,pale_robin_egg_blue,#96ded1,150,222,209
Pale Silver,pale_silver,#c9c0bb,201,192,187
Pale Spring Bud,pale_spring_bud,#ecebbd,236,235,189
Pale Taupe,pale_taupe,#bc987e,188,152,126
Pale Violet-Red,pale_violet_red,#db7093,219,112,147
Pansy Purple,pansy_purple,#78184a,120,24,74
Papaya Whip,papaya_whip,#ffefd5,255,239,213
Paris Green,paris_green,#50c878,80,200,120
Pastel Blue,pastel_blue,#aec6cf,174,198,207
Pastel Brown,pastel_brown,#836953,131,105,83
Pastel Gray,pastel_gray,#cfcfc4,207,207,196
Pastel Green,pastel_green,#7d7,119,221,119
Pastel Magenta,pastel_magenta,#f49ac2,244,154,194
Pastel Orange,pastel_orange,#ffb347,255,179,71
Pastel Pink,pastel_pink,#dea5a4,222,165,164
Pastel Purple,pastel_purple,#b39eb5,179,158,181
Pastel Red,pastel_red,#ff6961,255,105,97
Pastel Violet,pastel_violet,#cb99c9,203,153,201
Pastel Yellow,pastel_yellow,#fdfd96,253,253,150
Patriarch,patriarch,#800080,128,0,128
Payne'S Grey,payne_s_grey,#536878,83,104,120
Peach,peach,#ffe5b4,255,229,180
Peach (Crayola),peach_crayola,#ffcba4,255,203,164
Peach-Orange,peach_orange,#fc9,255,204,153
Peach Puff,peach_puff,#ffdab9,255,218,185
Peach-Yellow,peach_yellow,#fadfad,250,223,173
Pear,pear,#d1e231,209,226,49
Pearl,pearl,#eae0c8,234,224,200
Pearl Aqua,pearl_aqua,#88d8c0,136,216,192
Pearly Purple,pearly_purple,#b768a2,183,104,162
Peridot,peridot,#e6e200,230,226,0
Periwinkle,periwinkle,#ccf,204,204,255
Persian Blue,persian_blue,#1c39bb,28,57,187
Persian Green,persian_green,#00a693,0,166,147
Persian Indigo,persian_indigo,#32127a,50,18,122
Persian Orange,persian_orange,#d99058,217,144,88
Persian Pink,persian_pink,#f77fbe,247,127,190
Persian Plum,persian_plum,#701c1c,112,28,28
Persian Red,persian_red,#c33,204,51,51
Persian Rose,persian_rose,#fe28a2,254,40,162
Persimmon,persimmon,#ec5800,236,88,0
Peru,peru,#cd853f,205,133,63
Phlox,phlox,#df00ff,223,0,255
Phthalo Blue,phthalo_blue,#000f89,0,15,137
Phthalo Green,phthalo_green,#123524,18,53,36
Piggy Pink,piggy_pink,#fddde6,253,221,230
Pine Green,pine_green,#01796f,1,121,111
Pink,pink,#ffc0cb,255,192,203
Pink Lace,pink_lace,#ffddf4,255,221,244
Pink-Orange,pink_orange,#f96,255,153,102
Pink Pearl,pink_pearl,#e7accf,231,172,207
Pink Sherbet,pink_sherbet,#f78fa7,247,143,167
Pistachio,pistachio,#93c572,147,197,114
Platinum,platinum,#e5e4e2,229,228,226
Plum (Traditional),plum_traditional,#8e4585,142,69,133
Plum (Web),plum_web,#dda0dd,221,160,221
Portland Orange,portland_orange,#ff5a36,255,90,54
Powder Blue (Web),powder_blue_web,#b0e0e6,176,224,230
Princeton Orange,princeton_orange,#ff8f00,255,143,0
Prune,prune,#701c1c,112,28,28
Prussian Blue,prussian_blue,#003153,0,49,83
Psychedelic Purple,psychedelic_purple,#df00ff,223,0,255
Puce,puce,#c89,204,136,153
Pumpkin,pumpkin,#ff7518,255,117,24
Purple Heart,purple_heart,#69359c,105,53,156
Purple (Html/Css),purple_html_css,#800080,128,0,128
Purple Mountain Majesty,purple_mountain_majesty,#9678b6,150,120,182
Purple (Munsell),purple_munsell,#9f00c5,159,0,197
Purple Pizzazz,purple_pizzazz,#fe4eda,254,78,218
Purple Taupe,purple_taupe,#50404d,80,64,77
Purple (X11),purple_x11,#a020f0,160,32,240
Quartz,quartz,#51484f,81,72,79
Rackley,rackley,#5d8aa8,93,138,168
Radical Red,radical_red,#ff355e,255,53,94
Rajah,rajah,#fbab60,251,171,96
Raspberry,raspberry,#e30b5d,227,11,93
Raspberry Glace,raspberry_glace,#915f6d,145,95,109
Raspberry Pink,raspberry_pink,#e25098,226,80,152
Raspberry Rose,raspberry_rose,#b3446c,179,68,108
Raw Umber,raw_umber,#826644,130,102,68
Razzle Dazzle Rose,razzle_dazzle_rose,#f3c,255,51,204
Razzmatazz,razzmatazz,#e3256b,227,37,107
Red,red,#f00,255,0,0
Red-Brown,red_brown,#a52a2a,165,42,42
Red Devil,red_devil,#860111,134,1,17
Red (Munsell),red_munsell,#f2003c,242,0,60
Red (Ncs),red_ncs,#c40233,196,2,51
Red-Orange,red_orange,#ff5349,255,83,73
Red (Pigment),red_pigment,#ed1c24,237,28,36
Red (Ryb),red_ryb,#fe2712,254,39,18
Red-Violet,red_violet,#c71585,199,21,133
Redwood,redwood,#ab4e52,171,78,82
Regalia,regalia,#522d80,82,45,128
Resolution Blue,resolution_blue,#002387,0,35,135
Rich Black,rich_black,#004040,0,64,64
Rich Brilliant Lavender,rich_brilliant_lavender,#f1a7fe,241,167,254
Rich Carmine,rich_carmine,#d70040,215,0,64
Rich Electric Blue,rich_electric_blue,#0892d0,8,146,208
Rich Lavender,rich_lavender,#a76bcf,167,107,207
Rich Lilac,rich_lilac,#b666d2,182,102,210
Rich Maroon,rich_maroon,#b03060,176,48,96
Rifle Green,rifle_green,#414833,65,72,51
Robin Egg Blue,robin_egg_blue,#0cc,0,204,204
Rose,rose,#ff007f,255,0,127
Rose Bonbon,rose_bonbon,#f9429e,249,66,158
Rose Ebony,rose_ebony,#674846,103,72,70
Rose Gold,rose_gold,#b76e79,183,110,121
Rose Madder,rose_madder,#e32636,227,38,54
Rose Pink,rose_pink,#f6c,255,102,204
Rose Quartz,rose_quartz,#aa98a9,170,152,169
Rose Taupe,rose_taupe,#905d5d,144,93,93
Rose Vale,rose_vale,#ab4e52,171,78,82
Rosewood,rosewood,#65000b,101,0,11
Rosso Corsa,rosso_corsa,#d40000,212,0,0
Rosy Brown,rosy_brown,#bc8f8f,188,143,143
Royal Azure,royal_azure,#0038a8,0,56,168
Royal Blue (Traditional),royal_blue_traditional,#002366,0,35,102
Royal Blue (Web),royal_blue_web,#4169e1,65,105,225
Royal Fuchsia,royal_fuchsia,#ca2c92,202,44,146
Royal Purple,royal_purple,#7851a9,120,81,169
Royal Yellow,royal_yellow,#fada5e,250,218,94
Rubine Red,rubine_red,#d10056,209,0,86
Ruby,ruby,#e0115f,224,17,95
Ruby Red,ruby_red,#9b111e,155,17,30
Ruddy,ruddy,#ff0028,255,0,40
Ruddy Brown,ruddy_brown,#bb6528,187,101,40
Ruddy Pink,ruddy_pink,#e18e96,225,142,150
Rufous,rufous,#a81c07,168,28,7
Russet,russet,#80461b,128,70,27
Rust,rust,#b7410e,183,65,14
Rusty Red,rusty_red,#da2c43,218,44,67
Sacramento State Green,sacramento_state_green,#00563f,0,86,63
Saddle Brown,saddle_brown,#8b4513,139,69,19
Safety Orange (Blaze Orange),safety_orange_blaze_orange,#ff6700,255,103,0
Saffron,saffron,#f4c430,244,196,48
Salmon,salmon,#ff8c69,255,140,105
Salmon Pink,salmon_pink,#ff91a4,255,145,164
Sand,sand,#c2b280,194,178,128
Sand Dune,sand_dune,#967117,150,113,23
Sandstorm,sandstorm,#ecd540,236,213,64
Sandy Brown,sandy_brown,#f4a460,244,164,96
Sandy Taupe,sandy_taupe,#967117,150,113,23
Sangria,sangria,#92000a,146,0,10
Sap Green,sap_green,#507d2a,80,125,42
Sapphire,sapphire,#0f52ba,15,82,186
Sapphire Blue,sapphire_blue,#0067a5,0,103,165
Satin Sheen Gold,satin_sheen_gold,#cba135,203,161,53
Scarlet,scarlet,#ff2400,255,36,0
Scarlet (Crayola),scarlet_crayola,#fd0e35,253,14,53
School Bus Yellow,school_bus_yellow,#ffd800,255,216,0
Screamin' Green,screamin_green,#76ff7a,118,255,122
Sea Blue,sea_blue,#006994,0,105,148
Sea Green,sea_green,#2e8b57,46,139,87
Seal Brown,seal_brown,#321414,50,20,20
Seashell,seashell,#fff5ee,255,245,238
Selective Yellow,selective_yellow,#ffba00,255,186,0
Sepia,sepia,#704214,112,66,20
Shadow,shadow,#8a795d,138,121,93
Shamrock Green,shamrock_green,#009e60,0,158,96
Shocking Pink,shocking_pink,#fc0fc0,252,15,192
Shocking Pink (Crayola),shocking_pink_crayola,#ff6fff,255,111,255
Sienna,sienna,#882d17,136,45,23
Silver,silver,#c0c0c0,192,192,192
Sinopia,sinopia,#cb410b,203,65,11
Skobeloff,skobeloff,#007474,0,116,116
Sky Blue,sky_blue,#87ceeb,135,206,235
Sky Magenta,sky_magenta,#cf71af,207,113,175
Slate Blue,slate_blue,#6a5acd,106,90,205
Slate Gray,slate_gray,#708090,112,128,144
Smalt (Dark Powder Blue),smalt_dark_powder_blue,#039,0,51,153
Smokey Topaz,smokey_topaz,#933d41,147,61,65
Smoky Black,smoky_black,#100c08,16,12,8
Snow,snow,#fffafa,255,250,250
Spiro Disco Ball,spiro_disco_ball,#0fc0fc,15,192,252
Spring Bud,spring_bud,#a7fc00,167,252,0
Spring Green,spring_green,#00ff7f,0,255,127
St. Patrick'S Blue,st_patrick_s_blue,#23297a,35,41,122
Steel Blue,steel_blue,#4682b4,70,130,180
Stil De Grain Yellow,stil_de_grain_yellow,#fada5e,250,218,94
Stizza,stizza,#900,153,0,0
Stormcloud,stormcloud,#4f666a,79,102,106
Straw,straw,#e4d96f,228,217,111
Sunglow,sunglow,#fc3,255,204,51
Sunset,sunset,#fad6a5,250,214,165
Tan,tan,#d2b48c,210,180,140
Tangelo,tangelo,#f94d00,249,77,0
Tangerine,tangerine,#f28500,242,133,0
Tangerine Yellow,tangerine_yellow,#fc0,255,204,0
Tango Pink,tango_pink,#e4717a,228,113,122
Taupe,taupe,#483c32,72,60,50
Taupe Gray,taupe_gray,#8b8589,139,133,137
Tea Green,tea_green,#d0f0c0,208,240,192
Tea Rose (Orange),tea_rose_orange,#f88379,248,131,121
Tea Rose (Rose),tea_rose_rose,#f4c2c2,244,194,194
Teal,teal,#008080,0,128,128
Teal Blue,teal_blue,#367588,54,117,136
Teal Green,teal_green,#00827f,0,130,127
Telemagenta,telemagenta,#cf3476,207,52,118
Tenné (Tawny),tenn_tawny,#cd5700,205,87,0
Terra Cotta,terra_cotta,#e2725b,226,114,91
Thistle,thistle,#d8bfd8,216,191,216
Thulian Pink,thulian_pink,#de6fa1,222,111,161
Tickle Me Pink,tickle_me_pink,#fc89ac,252,137,172
Tiffany Blue,tiffany_blue,#0abab5,10,186,181
Tiger'S Eye,tiger_s_eye,#e08d3c,224,141,60
Timberwolf,timberwolf,#dbd7d2,219,215,210
Titanium Yellow,titanium_yellow,#eee600,238,230,0
Tomato,tomato,#ff6347,255,99,71
Toolbox,toolbox,#746cc0,116,108,192
Topaz,topaz,#ffc87c,255,200,124
Tractor Red,tractor_red,#fd0e35,253,14,53
Trolley Grey,trolley_grey,#808080,128,128,128
Tropical Rain Forest,tropical_rain_forest,#00755e,0,117,94
True Blue,true_blue,#0073cf,0,115,207
Tufts Blue,tufts_blue,#417dc1,65,125,193
Tumbleweed,tumbleweed,#deaa88,222,170,136
Turkish Rose,turkish_rose,#b57281,181,114,129
Turquoise,turquoise,#30d5c8,48,213,200
Turquoise Blue,turquoise_blue,#00ffef,0,255,239
Turquoise Green,turquoise_green,#a0d6b4,160,214,180
Tuscan Red,tuscan_red,#7c4848,124,72,72
Twilight Lavender,twilight_lavender,#8a496b,138,73,107
Tyrian Purple,tyrian_purple,#66023c,102,2,60
Ua Blue,ua_blue,#03a,0,51,170
Ua Red,ua_red,#d9004c,217,0,76
Ube,ube,#8878c3,136,120,195
Ucla Blue,ucla_blue,#536895,83,104,149
Ucla Gold,ucla_gold,#ffb300,255,179,0
Ufo Green,ufo_green,#3cd070,60,208,112
Ultra Pink,ultra_pink,#ff6fff,255,111,255
Ultramarine,ultramarine,#120a8f,18,10,143
Ultramarine Blue,ultramarine_blue,#4166f5,65,102,245
Umber,umber,#635147,99,81,71
Unbleached Silk,unbleached_silk,#ffddca,255,221,202
United Nations Blue,united_nations_blue,#5b92e5,91,146,229
University Of California Gold,university_of_california_gold,#b78727,183,135,39
Unmellow Yellow,unmellow_yellow,#ff6,255,255,102
Up Forest Green,up_forest_green,#014421,1,68,33
Up Maroon,up_maroon,#7b1113,123,17,19
Upsdell Red,upsdell_red,#ae2029,174,32,41
Urobilin,urobilin,#e1ad21,225,173,33
Usafa Blue,usafa_blue,#004f98,0,79,152
Usc Cardinal,usc_cardinal,#900,153,0,0
Usc Gold,usc_gold,#fc0,255,204,0
Utah Crimson,utah_crimson,#d3003f,211,0,63
Vanilla,vanilla,#f3e5ab,243,229,171
Vegas Gold,vegas_gold,#c5b358,197,179,88
Venetian Red,venetian_red,#c80815,200,8,21
Verdigris,verdigris,#43b3ae,67,179,174
Vermilion (Cinnabar),vermilion_cinnabar,#e34234,227,66,52
Vermilion (Plochere),vermilion_plochere,#d9603b,217,96,59
Veronica,veronica,#a020f0,160,32,240
Violet,violet,#8f00ff,143,0,255
Violet-Blue,violet_blue,#324ab2,50,74,178
Violet (Color Wheel),violet_color_wheel,#7f00ff,127,0,255
Violet (Ryb),violet_ryb,#8601af,134,1,175
Violet (Web),violet_web,#ee82ee,238,130,238
Viridian,viridian,#40826d,64,130,109
Vivid Auburn,vivid_auburn,#922724,146,39,36
Vivid Burgundy,vivid_burgundy,#9f1d35,159,29,53
Vivid Cerise,vivid_cerise,#da1d81,218,29,129
Vivid Tangerine,vivid_tangerine,#ffa089,255,160,137
Vivid Violet,vivid_violet,#9f00ff,159,0,255
Warm Black,warm_black,#004242,0,66,66
Waterspout,waterspout,#a4f4f9,164,244,249
Wenge,wenge,#645452,100,84,82
Wheat,wheat,#f5deb3,245,222,179
White,white,#fff,255,255,255
White Smoke,white_smoke,#f5f5f5,245,245,245
Wild Blue Yonder,wild_blue_yonder,#a2add0,162,173,208
Wild Strawberry,wild_strawberry,#ff43a4,255,67,164
Wild Watermelon,wild_watermelon,#fc6c85,252,108,133
Wine,wine,#722f37,114,47,55
Wine Dregs,wine_dregs,#673147,103,49,71
Wisteria,wisteria,#c9a0dc,201,160,220
Wood Brown,wood_brown,#c19a6b,193,154,107
Xanadu,xanadu,#738678,115,134,120
Yale Blue,yale_blue,#0f4d92,15,77,146
Yellow,yellow,#ff0,255,255,0
Yellow-Green,yellow_green,#9acd32,154,205,50
Yellow (Munsell),yellow_munsell,#efcc00,239,204,0
Yellow (Ncs),yellow_ncs,#ffd300,255,211,0
Yellow Orange,yellow_orange,#ffae42,255,174,66
Yellow (Process),yellow_process,#ffef00,255,239,0
Yellow (Ryb),yellow_ryb,#fefe33,254,254,51
Zaffre,zaffre,#0014a8,0,20,168
Zinnwaldite Brown,zinnwaldite_brown,#2c1608,44,22,8
